"wvsccode","wave","year","aj","age","collegeed","female","unemployed","ideology","satisfinancial","postma4","cai","trustmostpeople","godimportant","respectauthority","nationalpride"
840,2,1990,5,45,,1,0,5,8,0,1,0,10,1,0
840,2,1990,4,55,,0,0,5,5,0,1,1,9,1,1
840,2,1990,5,21,,0,0,5,8,1,2,0,7,0,0
840,2,1990,8,28,,0,0,8,10,0,0,1,6,1,1
840,2,1990,8,26,,1,0,4,10,0,2,1,3,-1,0
840,2,1990,6,58,,1,0,3,5,1,1,1,4,0,1
840,2,1990,8,64,,1,0,5,7,1,1,1,10,1,1
840,2,1990,2,47,,0,0,7,8,0,2,1,10,1,0
840,2,1990,1,22,,0,0,5,8,1,0,1,10,1,1
840,2,1990,6,20,,1,0,5,5,1,2,0,2,-1,0
840,2,1990,10,28,,0,0,5,8,0,2,1,7,1,1
840,2,1990,6,49,,1,0,5,6,1,2,1,5,1,1
840,2,1990,7,64,,1,0,5,10,1,0,1,5,1,1
840,2,1990,7,62,,0,0,5,9,1,1,0,9,1,0
840,2,1990,1,31,,0,0,6,4,-1,1,0,3,0,0
840,2,1990,6,36,,1,0,5,7,-1,-2,0,10,0,1
840,2,1990,3,24,,1,0,8,8,0,0,1,10,1,1
840,2,1990,5,39,,0,0,5,6,1,2,0,4,1,1
840,2,1990,1,25,,1,0,7,6,0,2,1,1,-1,1
840,2,1990,9,30,,1,0,,10,1,2,1,8,,0
840,2,1990,2,37,,0,0,5,8,-1,-1,0,2,1,1
840,2,1990,5,23,,1,0,6,7,0,0,1,9,1,1
840,2,1990,6,38,,0,0,8,8,-1,0,1,8,1,1
840,2,1990,7,33,,1,0,6,8,0,1,1,6,1,0
840,2,1990,1,19,,0,0,5,6,0,-1,0,5,1,0
840,2,1990,8,36,,0,0,4,6,1,2,1,1,-1,0
840,2,1990,5,21,,1,0,5,5,0,1,0,7,0,0
840,2,1990,5,23,,1,0,5,8,0,2,1,5,-1,0
840,2,1990,3,39,,0,0,4,5,1,0,,9,-1,0
840,2,1990,3,84,,1,0,7,9,0,1,1,9,1,1
840,2,1990,1,31,,0,0,6,7,0,-1,1,10,1,0
840,2,1990,1,65,,1,0,5,8,0,-2,0,10,1,1
840,2,1990,6,30,,0,0,3,,0,1,0,8,-1,0
840,2,1990,10,40,,0,0,5,1,0,1,0,1,0,0
840,2,1990,5,31,,1,0,5,4,-1,1,0,8,0,1
840,2,1990,6,45,,1,0,5,7,0,2,1,10,1,1
840,2,1990,1,53,,0,0,7,7,0,0,0,9,1,0
840,2,1990,1,60,,0,0,5,8,0,-1,0,10,1,1
840,2,1990,7,54,,1,0,,5,1,-2,1,10,1,1
840,2,1990,6,48,,1,0,,5,0,1,0,7,1,1
840,2,1990,5,50,,0,0,7,8,0,0,0,10,-1,1
840,2,1990,1,72,,0,0,5,6,-1,-1,0,7,1,1
840,2,1990,1,21,,1,0,5,6,0,1,0,10,1,0
840,2,1990,5,70,,1,0,7,10,-1,1,0,10,1,1
840,2,1990,1,65,,1,0,1,10,1,1,0,10,0,1
840,2,1990,1,75,,1,0,10,9,-1,-1,1,10,1,1
840,2,1990,1,21,,1,0,1,7,1,0,0,6,1,1
840,2,1990,1,85,,1,0,6,10,0,-1,0,10,1,1
840,2,1990,10,71,,1,0,6,10,0,1,0,10,1,1
840,2,1990,3,56,,0,0,4,9,-1,1,1,3,1,1
840,2,1990,1,36,,0,0,6,7,0,0,0,9,1,1
840,2,1990,8,25,,1,0,5,9,1,2,0,9,1,1
840,2,1990,1,54,,1,0,,5,-1,-1,0,10,1,1
840,2,1990,1,79,,1,0,,10,0,0,1,10,1,1
840,2,1990,1,83,,1,1,,5,-1,0,0,10,1,1
840,2,1990,1,82,,0,0,,6,-1,0,0,10,1,1
840,2,1990,7,33,,0,0,10,6,0,-2,1,10,1,1
840,2,1990,1,89,,1,0,,6,1,0,1,10,1,1
840,2,1990,3,18,,0,0,9,10,1,0,0,10,1,0
840,2,1990,1,29,,0,1,1,1,0,1,0,4,0,0
840,2,1990,1,84,,1,0,5,10,1,0,0,10,1,1
840,2,1990,5,48,,0,0,,1,0,1,1,10,1,1
840,2,1990,1,66,,1,0,6,7,0,0,0,10,1,1
840,2,1990,5,22,,0,1,5,6,0,2,0,10,1,1
840,2,1990,5,31,,1,1,,1,0,1,0,10,1,1
840,2,1990,5,70,,1,0,10,10,0,-1,0,10,1,1
840,2,1990,8,32,,1,0,5,6,-1,2,1,3,1,0
840,2,1990,10,41,,0,0,2,3,1,0,,1,0,0
840,2,1990,10,68,,1,0,5,10,0,0,1,5,0,1
840,2,1990,10,29,,0,,5,4,0,2,0,6,1,0
840,2,1990,8,27,,1,0,,4,,1,1,7,1,0
840,2,1990,1,63,,0,0,,7,0,0,1,7,-1,0
840,2,1990,7,54,,0,0,5,8,0,2,0,7,-1,0
840,2,1990,3,44,,1,0,5,8,-1,1,1,7,1,1
840,2,1990,7,69,,0,0,3,10,0,-1,1,5,1,1
840,2,1990,1,64,,0,0,7,8,0,-2,1,10,1,1
840,2,1990,1,67,,0,,10,8,0,1,0,10,1,1
840,2,1990,4,54,,1,0,5,8,0,-1,1,8,1,1
840,2,1990,3,63,,0,0,5,9,-1,0,1,8,1,1
840,2,1990,8,25,,1,0,5,8,1,0,0,7,1,1
840,2,1990,5,19,,1,0,,6,,-2,0,5,-1,0
840,2,1990,6,56,,1,0,5,8,-1,0,1,9,1,1
840,2,1990,1,65,,0,0,6,8,-1,-2,1,8,1,1
840,2,1990,1,20,,0,0,,1,-1,0,1,8,1,
840,2,1990,8,59,,1,0,2,2,1,0,1,10,-1,1
840,2,1990,1,62,,1,0,,2,0,-1,1,10,1,1
840,2,1990,5,72,,1,0,7,9,1,2,1,7,0,1
840,2,1990,5,45,,0,0,5,7,1,0,0,2,0,0
840,2,1990,1,61,,1,0,,7,0,-1,0,10,1,1
840,2,1990,5,35,,0,0,5,5,0,1,0,5,1,1
840,2,1990,1,66,,0,0,6,8,1,0,1,10,1,1
840,2,1990,5,75,,0,0,6,6,1,-1,1,3,1,1
840,2,1990,1,33,,0,0,5,8,0,1,1,5,-1,1
840,2,1990,10,43,,1,0,5,1,0,1,0,3,1,0
840,2,1990,1,31,,1,0,8,10,0,1,0,10,1,1
840,2,1990,6,69,,0,0,5,6,0,-1,0,10,1,1
840,2,1990,4,57,,1,0,8,8,0,-1,1,10,-1,1
840,2,1990,2,69,,0,0,8,9,0,-1,1,10,1,1
840,2,1990,4,39,,0,0,5,9,-1,0,1,10,1,1
840,2,1990,2,64,,1,0,5,6,0,0,0,10,1,1
840,2,1990,2,21,,0,0,7,7,0,-1,1,10,1,1
840,2,1990,2,58,,1,0,8,9,0,-2,1,10,1,1
840,2,1990,10,39,,0,0,5,6,1,0,1,8,1,1
840,2,1990,1,37,,1,0,5,4,1,-2,1,10,-1,1
840,2,1990,1,18,,1,,5,10,0,-1,1,10,1,1
840,2,1990,1,24,,0,0,6,7,0,0,1,10,1,1
840,2,1990,1,65,,0,0,8,8,-1,-1,1,10,1,1
840,2,1990,3,47,,1,0,,10,-1,1,1,10,1,1
840,2,1990,1,42,,,0,,10,0,1,0,10,-1,1
840,2,1990,1,23,,0,0,,9,-1,-2,0,10,-1,1
840,2,1990,1,35,,1,0,,7,-1,0,0,10,-1,1
840,2,1990,5,45,,0,0,,2,-1,2,,5,-1,0
840,2,1990,2,28,,0,0,7,5,0,-1,0,4,-1,1
840,2,1990,1,37,,1,0,9,9,0,0,1,10,-1,1
840,2,1990,3,68,,0,0,5,5,-1,1,1,6,1,1
840,2,1990,,88,,1,0,,8,0,1,1,10,1,1
840,2,1990,1,24,,0,0,7,5,-1,-1,0,10,-1,1
840,2,1990,1,56,,1,0,,8,-1,-2,0,10,1,1
840,2,1990,1,34,,1,0,9,6,0,0,1,10,1,1
840,2,1990,8,71,,0,0,5,10,0,0,1,5,-1,1
840,2,1990,2,31,,0,0,7,6,1,0,1,7,1,1
840,2,1990,5,70,,1,0,5,5,0,0,0,10,1,1
840,2,1990,1,65,,0,0,6,8,1,0,0,10,1,1
840,2,1990,1,54,,1,,5,9,0,-1,0,10,1,1
840,2,1990,1,79,,1,,5,10,0,-2,1,10,1,1
840,2,1990,5,29,,0,0,6,4,1,-1,1,10,1,1
840,2,1990,1,84,,0,1,,6,0,0,0,10,1,
840,2,1990,2,67,,1,0,,10,1,-1,0,10,,1
840,2,1990,1,69,,0,0,5,10,0,-2,0,10,1,1
840,2,1990,,77,,0,0,7,10,0,-1,0,8,1,1
840,2,1990,5,67,,1,0,,6,0,-1,0,10,1,
840,2,1990,6,38,,0,0,8,8,0,1,0,10,1,1
840,2,1990,7,71,,0,0,5,10,-1,-1,0,9,1,1
840,2,1990,10,38,,1,0,3,7,1,1,1,6,1,0
840,2,1990,7,24,,1,0,2,4,1,2,1,7,0,1
840,2,1990,7,34,,0,0,4,7,1,0,1,1,0,1
840,2,1990,7,57,,1,0,5,5,-1,1,1,10,1,0
840,2,1990,7,40,,0,0,5,7,-1,-1,0,10,1,
840,2,1990,7,66,,0,0,6,10,,0,1,10,1,
840,2,1990,3,52,,1,0,5,8,-1,-1,0,10,1,1
840,2,1990,6,66,,1,0,10,7,-1,-1,0,10,1,1
840,2,1990,7,29,,1,0,5,4,0,-1,0,9,-1,0
840,2,1990,5,74,,1,0,5,4,-1,0,1,10,1,1
840,2,1990,6,35,,1,0,5,1,-1,1,1,7,1,1
840,2,1990,9,41,,0,0,6,6,1,2,1,6,-1,0
840,2,1990,2,38,,0,0,7,7,0,-1,0,8,-1,0
840,2,1990,8,43,,1,0,4,8,-1,1,1,5,1,0
840,2,1990,1,33,,1,0,5,8,1,1,0,8,1,1
840,2,1990,1,44,,1,0,5,7,-1,-2,0,10,-1,1
840,2,1990,1,94,,0,0,5,10,0,-1,,10,1,1
840,2,1990,,68,,1,0,,9,,0,0,9,-1,1
840,2,1990,,83,,1,0,5,4,-1,0,0,10,1,1
840,2,1990,1,70,,1,0,9,10,1,0,0,10,1,1
840,2,1990,1,43,,1,0,5,8,0,-1,0,10,-1,1
840,2,1990,3,30,,0,0,5,5,1,1,0,10,1,1
840,2,1990,1,63,,1,0,8,8,-1,0,1,10,1,1
840,2,1990,6,31,,1,0,5,7,0,0,1,8,0,1
840,2,1990,5,53,,0,0,8,8,0,1,0,10,1,1
840,2,1990,1,18,,1,0,5,8,-1,-2,0,10,1,1
840,2,1990,3,73,,1,0,5,9,0,-2,1,10,1,1
840,2,1990,5,21,,1,0,5,10,0,0,0,9,1,1
840,2,1990,1,31,,0,0,5,9,-1,0,1,9,-1,1
840,2,1990,5,52,,0,0,6,10,-1,1,0,10,1,1
840,2,1990,1,34,,1,0,8,10,0,0,0,10,1,1
840,2,1990,1,49,,0,0,6,6,1,0,1,10,1,1
840,2,1990,1,51,,1,0,8,1,0,0,1,10,1,1
840,2,1990,8,40,,0,0,3,9,1,-1,1,10,0,1
840,2,1990,1,44,,0,0,5,8,0,0,0,10,1,1
840,2,1990,3,45,,1,0,6,7,-1,0,1,10,1,1
840,2,1990,5,51,,0,0,5,9,0,-1,0,7,1,1
840,2,1990,1,78,,0,0,7,6,0,-2,1,9,1,1
840,2,1990,7,52,,1,0,7,1,-1,2,0,10,1,1
840,2,1990,10,31,,1,0,3,5,0,2,0,5,1,1
840,2,1990,3,25,,0,0,5,3,0,-2,1,10,1,1
840,2,1990,6,55,,0,0,3,3,0,2,1,1,1,1
840,2,1990,5,37,,0,0,4,8,1,1,1,5,0,1
840,2,1990,5,49,,1,0,5,5,0,0,0,9,1,1
840,2,1990,1,38,,0,0,10,10,0,-2,0,4,1,1
840,2,1990,1,25,,1,0,,10,0,0,0,6,1,1
840,2,1990,7,41,,0,0,6,4,0,0,0,9,1,1
840,2,1990,1,20,,1,0,4,5,1,2,0,5,-1,1
840,2,1990,5,56,,1,0,5,9,0,1,1,9,1,1
840,2,1990,7,28,,1,0,5,3,-1,-1,1,5,-1,1
840,2,1990,10,45,,1,0,5,10,1,2,1,10,0,0
840,2,1990,1,35,,1,0,5,8,0,-1,1,10,-1,1
840,2,1990,5,32,,0,0,5,8,0,-1,1,9,1,1
840,2,1990,10,33,,1,0,5,5,0,2,0,1,1,1
840,2,1990,10,90,,1,,10,10,0,-1,1,10,-1,1
840,2,1990,10,21,,0,0,8,8,0,0,0,10,1,1
840,2,1990,6,49,,1,0,5,4,0,1,0,7,1,0
840,2,1990,3,49,,1,0,5,10,0,1,0,10,1,1
840,2,1990,8,56,,0,0,6,10,0,1,1,2,0,1
840,2,1990,1,68,,1,0,,10,0,-2,0,10,-1,1
840,2,1990,10,47,,1,0,5,9,0,0,1,9,,1
840,2,1990,10,72,,0,0,1,10,1,1,1,10,1,1
840,2,1990,9,63,,1,0,3,8,0,2,1,6,1,0
840,2,1990,3,66,,0,0,5,7,1,2,1,10,-1,0
840,2,1990,8,66,,0,0,5,10,1,1,1,1,-1,0
840,2,1990,9,53,,1,0,4,9,1,2,1,8,0,0
840,2,1990,1,46,,1,0,,7,1,0,0,10,1,1
840,2,1990,1,48,,0,0,8,6,0,1,1,10,1,1
840,2,1990,5,59,,0,0,5,10,0,2,0,4,1,1
840,2,1990,8,18,,0,0,4,6,0,1,0,1,1,1
840,2,1990,1,60,,1,0,,8,1,-1,1,3,1,1
840,2,1990,9,34,,1,0,,7,0,-1,1,2,1,0
840,2,1990,1,45,,1,1,9,5,-1,-2,,9,1,0
840,2,1990,1,42,,0,1,8,5,-1,-2,0,8,1,0
840,2,1990,1,32,,1,0,10,8,0,-1,0,10,1,0
840,2,1990,5,40,,0,0,5,7,0,0,0,5,1,0
840,2,1990,1,73,,1,0,,5,0,0,0,10,1,1
840,2,1990,7,21,,0,1,7,9,0,0,0,9,-1,1
840,2,1990,5,41,,0,0,3,4,0,2,0,,1,0
840,2,1990,7,25,,1,0,7,8,0,1,0,10,1,1
840,2,1990,1,38,,0,0,8,10,0,-1,0,10,1,1
840,2,1990,1,31,,0,0,8,6,-1,0,1,10,1,0
840,2,1990,5,41,,0,1,8,4,0,0,0,5,1,
840,2,1990,6,51,,1,0,5,6,1,2,0,8,1,1
840,2,1990,1,37,,1,0,8,6,-1,-2,0,10,1,0
840,2,1990,1,74,,0,0,8,8,-1,0,0,7,-1,1
840,2,1990,8,28,,1,0,6,7,0,2,0,3,-1,0
840,2,1990,3,64,,0,0,7,8,0,-1,1,10,1,1
840,2,1990,8,38,,,0,6,7,0,-1,0,3,1,1
840,2,1990,7,52,,,0,4,10,,-1,1,10,,1
840,2,1990,3,33,,0,0,5,8,-1,-1,1,8,1,1
840,2,1990,5,42,,0,1,5,5,0,-1,0,8,1,0
840,2,1990,1,23,,0,0,8,6,-1,-2,0,5,-1,1
840,2,1990,5,49,,0,0,1,6,0,2,0,5,-1,0
840,2,1990,1,45,,1,0,10,9,0,-1,1,10,1,0
840,2,1990,5,43,,0,0,8,5,0,-1,0,9,1,0
840,2,1990,5,43,,1,0,3,4,0,1,0,2,0,1
840,2,1990,7,71,,0,0,3,9,1,0,0,2,1,1
840,2,1990,1,35,,1,0,5,6,0,-2,0,10,1,1
840,2,1990,6,49,,0,0,5,9,1,-1,1,10,1,1
840,2,1990,1,75,,1,0,5,5,0,-1,1,10,1,1
840,2,1990,5,64,,0,0,5,4,-1,1,0,8,1,1
840,2,1990,7,72,,0,0,4,9,0,-1,0,5,1,1
840,2,1990,1,32,,1,0,7,3,0,-2,,10,1,0
840,2,1990,6,43,,1,0,4,7,0,-1,1,2,1,
840,2,1990,1,30,,1,0,5,6,0,0,0,10,1,1
840,2,1990,2,55,,0,0,5,10,0,0,1,10,1,1
840,2,1990,1,70,,0,0,5,10,0,0,0,10,1,1
840,2,1990,1,25,,1,0,9,7,0,1,0,10,1,0
840,2,1990,1,75,,0,0,8,6,0,1,0,8,1,1
840,2,1990,1,57,,0,0,5,8,0,-1,0,10,1,1
840,2,1990,1,78,,1,0,5,8,-1,-1,0,10,1,1
840,2,1990,10,53,,0,0,4,7,1,1,1,9,1,1
840,2,1990,5,27,,1,0,7,8,-1,-1,1,9,1,0
840,2,1990,1,67,,0,0,8,8,1,2,1,7,,1
840,2,1990,5,34,,0,0,5,8,0,0,1,10,1,1
840,2,1990,3,49,,1,0,6,8,0,-1,1,10,0,1
840,2,1990,1,54,,1,0,7,6,,0,1,10,1,1
840,2,1990,3,76,,0,0,7,9,1,0,0,10,1,1
840,2,1990,,34,,0,0,3,10,1,0,,10,-1,1
840,2,1990,5,23,,1,0,6,8,0,0,1,7,1,1
840,2,1990,4,90,,0,0,8,8,0,-1,1,6,1,1
840,2,1990,5,39,,1,0,5,6,-1,0,1,9,-1,1
840,2,1990,5,39,,0,0,5,7,1,1,1,8,1,0
840,2,1990,7,64,,1,0,,6,0,1,0,9,1,1
840,2,1990,5,42,,1,0,5,10,-1,1,0,5,1,1
840,2,1990,1,28,,1,0,,8,0,0,1,10,1,
840,2,1990,6,64,,0,0,8,8,0,-1,0,8,1,1
840,2,1990,1,47,,0,0,,9,0,1,0,10,1,1
840,2,1990,,38,,0,0,,7,0,-1,0,10,1,1
840,2,1990,1,27,,0,0,5,1,-1,1,1,7,-1,1
840,2,1990,6,65,,0,0,4,9,0,-2,0,9,1,0
840,2,1990,3,32,,1,0,5,8,0,0,0,10,1,1
840,2,1990,8,18,,0,0,5,4,0,0,1,9,0,0
840,2,1990,5,32,,1,0,5,4,0,2,0,4,1,0
840,2,1990,8,28,,1,0,7,6,0,0,0,6,1,1
840,2,1990,3,19,,0,0,6,3,0,1,0,3,1,1
840,2,1990,5,19,,0,0,7,3,1,2,1,3,1,0
840,2,1990,2,68,,1,0,6,10,0,0,1,10,1,1
840,2,1990,8,41,,1,0,3,6,0,0,1,6,1,1
840,2,1990,5,57,,,0,6,10,0,1,1,10,1,1
840,2,1990,4,68,,0,0,5,5,0,-2,0,5,1,1
840,2,1990,5,55,,0,0,6,5,0,-1,0,8,1,1
840,2,1990,1,44,,1,0,7,6,0,0,1,10,1,1
840,2,1990,3,43,,0,,8,6,,-2,0,9,1,0
840,2,1990,5,22,,1,0,,10,,-1,0,9,1,1
840,2,1990,1,33,,0,0,5,6,,-2,0,10,1,1
840,2,1990,1,45,,1,0,5,10,0,-1,1,10,1,1
840,2,1990,5,31,,0,0,7,7,0,-1,1,10,1,0
840,2,1990,1,30,,1,0,10,10,1,0,1,10,1,
840,2,1990,8,64,,0,0,7,9,1,2,1,10,1,1
840,2,1990,2,31,,1,0,6,5,0,0,1,10,1,1
840,2,1990,5,38,,0,0,5,8,0,1,0,2,1,1
840,2,1990,7,31,,0,0,5,5,0,0,0,7,-1,1
840,2,1990,7,50,,0,0,6,8,0,0,1,8,1,1
840,2,1990,4,42,,1,0,8,9,0,-1,1,10,1,1
840,2,1990,10,22,,0,0,5,9,0,0,0,2,-1,0
840,2,1990,6,47,,0,0,6,9,0,1,1,4,1,1
840,2,1990,1,49,,1,0,,10,1,1,0,6,1,1
840,2,1990,1,39,,0,1,6,7,-1,-1,1,9,1,1
840,2,1990,2,61,,1,0,5,10,0,0,1,10,1,1
840,2,1990,1,68,,0,0,,7,0,0,0,10,1,1
840,2,1990,2,50,,0,0,5,7,1,0,1,10,0,1
840,2,1990,1,38,,1,0,,7,-1,0,1,8,1,1
840,2,1990,6,30,,1,0,,6,0,-2,1,6,-1,1
840,2,1990,1,46,,1,0,4,8,-1,0,1,10,1,1
840,2,1990,2,44,,1,0,5,6,-1,0,,4,1,1
840,2,1990,6,36,,1,0,5,6,0,0,0,9,-1,1
840,2,1990,1,60,,0,0,6,5,-1,1,0,5,1,1
840,2,1990,8,49,,1,0,6,5,0,2,0,5,1,0
840,2,1990,8,30,,0,0,6,6,0,1,0,2,1,0
840,2,1990,1,74,,1,0,6,10,0,1,1,10,1,1
840,2,1990,8,61,,0,0,5,9,0,0,1,7,1,1
840,2,1990,8,37,,0,0,4,5,1,1,0,1,1,0
840,2,1990,1,79,,0,0,1,10,0,-2,,10,1,1
840,2,1990,5,72,,0,0,,8,0,1,1,10,1,1
840,2,1990,,25,,0,0,,3,0,2,0,3,1,0
840,2,1990,1,41,,0,0,10,5,-1,0,1,10,1,
840,2,1990,1,72,,1,0,5,5,0,1,1,5,1,0
840,2,1990,,40,,0,1,1,1,1,0,,10,0,0
840,2,1990,1,28,,0,0,7,9,,-2,0,10,-1,1
840,2,1990,1,40,,1,0,,1,,1,0,7,-1,0
840,2,1990,1,44,,1,0,4,2,-1,1,1,9,0,1
840,2,1990,1,45,,0,0,7,10,0,-1,0,10,0,0
840,2,1990,1,45,,1,1,5,8,1,0,0,10,-1,0
840,2,1990,1,23,,0,1,9,1,0,0,0,10,1,1
840,2,1990,5,53,,1,0,,9,0,-2,1,10,1,1
840,2,1990,5,63,,1,0,3,1,0,-1,0,8,1,1
840,2,1990,10,50,,0,0,10,6,0,-2,0,10,1,1
840,2,1990,5,36,,0,0,7,8,1,1,1,9,1,1
840,2,1990,5,43,,1,0,7,7,1,0,1,1,1,0
840,2,1990,1,19,,1,0,5,3,0,0,1,6,1,1
840,2,1990,2,61,,1,0,7,8,0,0,1,10,1,1
840,2,1990,2,43,,1,0,7,8,0,1,1,10,1,1
840,2,1990,2,46,,1,0,6,10,0,1,0,10,1,1
840,2,1990,2,61,,1,0,6,9,0,-1,1,10,,1
840,2,1990,1,78,,0,0,6,8,1,1,0,2,1,0
840,2,1990,1,54,,0,0,6,7,-1,2,0,10,1,1
840,2,1990,3,30,,0,0,6,3,0,0,1,7,1,1
840,2,1990,1,65,,1,0,6,10,0,0,0,10,1,1
840,2,1990,1,39,,0,0,6,10,0,1,1,10,1,1
840,2,1990,7,47,,0,0,3,7,1,2,1,1,-1,0
840,2,1990,1,32,,0,0,6,7,1,1,0,10,1,1
840,2,1990,3,48,,1,0,5,4,1,1,1,8,1,
840,2,1990,5,70,,1,0,6,8,0,2,1,1,1,0
840,2,1990,3,56,,0,0,7,7,0,1,1,10,1,1
840,2,1990,8,29,,1,0,5,6,0,1,1,2,0,0
840,2,1990,,28,,1,,,1,,0,1,10,,
840,2,1990,5,30,,1,0,1,10,0,0,0,7,1,1
840,2,1990,1,31,,0,1,5,4,,1,0,5,-1,1
840,2,1990,5,57,,1,0,5,1,0,-2,0,10,1,1
840,2,1990,1,73,,0,0,8,7,-1,-1,0,10,1,1
840,2,1990,2,35,,0,0,6,7,-1,1,0,7,1,1
840,2,1990,1,67,,1,,6,6,0,0,1,10,1,1
840,2,1990,1,78,,1,0,5,8,0,-2,1,10,1,1
840,2,1990,1,32,,0,0,5,7,0,2,0,9,1,1
840,2,1990,6,68,,0,0,5,10,0,2,0,1,1,1
840,2,1990,3,28,,1,0,5,8,0,0,1,10,1,1
840,2,1990,5,76,,1,0,5,10,-1,-1,0,10,1,1
840,2,1990,2,68,,1,0,4,8,1,-2,1,10,1,1
840,2,1990,1,61,,0,0,,8,,-1,0,10,-1,1
840,2,1990,3,59,,1,1,,6,0,-2,1,10,1,1
840,2,1990,6,30,,1,0,6,5,0,1,1,9,1,0
840,2,1990,3,23,,0,0,5,5,0,-1,1,5,1,1
840,2,1990,1,72,,0,0,5,8,0,-1,0,10,1,0
840,2,1990,5,39,,0,0,5,10,-1,2,1,10,1,1
840,2,1990,1,51,,1,0,7,6,0,0,0,10,1,1
840,2,1990,1,43,,1,1,5,1,-1,2,1,8,1,1
840,2,1990,4,64,,1,0,5,10,0,1,0,10,1,1
840,2,1990,4,45,,0,0,7,4,0,1,0,8,1,1
840,2,1990,10,19,,0,0,5,7,0,0,,10,1,1
840,2,1990,1,23,,0,0,10,10,0,1,0,10,1,1
840,2,1990,5,21,,1,0,5,5,,1,,10,1,1
840,2,1990,8,38,,1,0,5,8,0,2,1,1,1,1
840,2,1990,8,37,,0,0,,4,0,0,0,5,1,1
840,2,1990,1,90,,0,0,,7,0,0,1,10,1,1
840,2,1990,7,20,,0,0,6,8,1,-1,1,4,1,1
840,2,1990,7,48,,1,0,8,9,1,1,1,1,0,1
840,2,1990,1,71,,1,0,5,5,0,1,0,10,1,1
840,2,1990,7,69,,1,0,7,7,0,1,0,5,-1,0
840,2,1990,6,70,,0,0,6,8,0,-2,0,10,1,1
840,2,1990,10,77,,0,0,8,7,0,1,0,5,-1,0
840,2,1990,5,20,,0,0,8,9,0,-1,0,10,1,1
840,2,1990,1,69,,1,0,8,8,0,-1,0,6,1,1
840,2,1990,7,76,,1,0,5,9,1,0,1,8,1,1
840,2,1990,5,67,,0,0,5,8,0,-1,1,10,1,1
840,2,1990,8,67,,0,0,3,4,1,2,1,4,0,
840,2,1990,7,42,,0,0,8,7,0,0,0,10,0,0
840,2,1990,1,64,,1,0,5,7,0,-2,1,10,1,1
840,2,1990,2,44,,0,0,5,9,0,1,1,9,1,1
840,2,1990,10,59,,0,0,5,5,0,1,1,5,1,0
840,2,1990,10,78,,1,0,1,1,1,1,,1,0,0
840,2,1990,10,40,,1,0,5,8,1,2,1,10,0,0
840,2,1990,8,71,,0,0,3,7,1,1,1,4,0,0
840,2,1990,2,21,,0,0,6,10,0,-1,1,10,1,1
840,2,1990,8,35,,1,0,6,8,0,0,0,6,1,1
840,2,1990,8,79,,1,0,,1,-1,2,,5,1,1
840,2,1990,5,75,,1,0,,7,1,0,1,10,,1
840,2,1990,6,41,,0,0,7,6,-1,1,0,10,-1,1
840,2,1990,1,38,,1,0,6,9,0,-1,1,10,1,1
840,2,1990,6,44,,1,0,8,8,-1,0,0,9,1,1
840,2,1990,3,68,,1,0,7,8,0,-1,1,10,1,1
840,2,1990,4,30,,0,0,6,7,0,0,1,10,1,1
840,2,1990,3,54,,0,0,5,6,0,-1,1,10,1,1
840,2,1990,4,47,,0,0,7,8,0,-2,1,10,1,1
840,2,1990,2,32,,0,0,7,7,-1,0,1,10,-1,1
840,2,1990,2,25,,1,0,5,6,0,-2,0,10,1,0
840,2,1990,1,26,,0,0,7,5,1,0,0,9,1,0
840,2,1990,3,45,,0,0,5,5,0,1,1,7,0,0
840,2,1990,1,32,,1,0,5,6,1,-2,1,10,1,1
840,2,1990,8,24,,1,0,5,9,0,2,1,7,-1,0
840,2,1990,6,55,,0,0,4,7,0,-1,,8,-1,0
840,2,1990,6,34,,0,0,6,6,1,0,0,10,1,1
840,2,1990,1,42,,0,0,6,9,1,-1,1,8,1,0
840,2,1990,8,53,,1,0,6,10,1,1,1,8,1,1
840,2,1990,1,42,,1,0,9,6,-1,0,1,9,1,1
840,2,1990,6,43,,1,0,7,8,0,0,1,10,1,1
840,2,1990,7,74,,0,0,,10,1,1,,7,1,1
840,2,1990,3,41,,0,0,6,5,0,1,1,10,1,1
840,2,1990,2,59,,1,0,,5,0,0,1,10,1,1
840,2,1990,1,27,,1,0,6,8,-1,1,1,10,1,0
840,2,1990,1,48,,1,0,3,10,0,2,1,2,1,1
840,2,1990,4,77,,0,0,,10,1,2,0,8,1,1
840,2,1990,5,47,,1,0,5,6,0,0,1,6,1,1
840,2,1990,1,72,,0,0,7,10,0,1,1,10,1,1
840,2,1990,1,75,,1,0,5,10,0,-1,1,10,1,1
840,2,1990,1,48,,0,0,9,8,0,-2,1,10,1,1
840,2,1990,4,18,,1,0,,8,0,-1,0,8,1,1
840,2,1990,5,33,,0,0,6,7,0,-1,1,5,1,1
840,2,1990,1,26,,1,0,,2,0,-2,0,10,1,
840,2,1990,7,29,,1,1,5,3,0,-1,0,6,-1,1
840,2,1990,1,41,,1,0,5,5,0,2,1,10,1,1
840,2,1990,1,33,,0,0,7,,0,0,1,6,-1,1
840,2,1990,5,18,,0,0,9,9,0,0,0,10,-1,1
840,2,1990,5,67,,0,0,6,9,,2,1,10,1,1
840,2,1990,10,20,,0,0,5,4,0,1,0,3,1,1
840,2,1990,1,69,,0,0,10,7,0,1,1,1,0,
